No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (¡ãC),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase,Climate
873,149,An and Huang 2006,106.47,36.01,7.0,420.0,Non-forest,8.0,30.0,4.35,0.2705,0.4055,,0.5711,-0.0061,,,,-0.4125,0.7872,0.2439,-0.1738,Temperate
874,149,Cheng et al. 2010,106.48,36.01,7.0,420.0,Non-forest,3.0,2.5,10.28,0.4514,-0.5355,,0.4846,-0.8765,0.741,0.2948,0.5847,,,,,Temperate
875,149,Cheng et al. 2010,106.47,36.01,7.0,420.0,Non-forest,13.0,2.5,10.28,0.3211,0.6747,,0.4771,-0.8268,0.4313,0.0142,0.3176,,,,,Temperate
876,149,Cheng et al. 2010,106.47,36.01,7.0,420.0,Non-forest,23.0,2.5,10.28,0.4784,-0.3637,,0.7147,-0.0054,0.7549,0.3716,0.297,,,,,Temperate
877,149,Cheng et al. 2010,106.48,36.01,7.0,420.0,Non-forest,3.0,12.5,9.76,0.3951,0.1823,,0.4651,-0.8703,0.9163,0.2088,0.9094,,,,,Temperate
878,149,Cheng et al. 2010,106.47,36.01,7.0,420.0,Non-forest,13.0,12.5,9.76,0.2927,1.1314,,0.3605,-0.8308,0.5347,-0.6076,0.7837,,,,,Temperate
879,149,Cheng et al. 2010,106.47,36.01,7.0,420.0,Non-forest,23.0,12.5,9.76,0.2394,0.0247,,0.3229,-0.4969,0.5935,-0.2187,0.7994,,,,,Temperate
880,149,Cheng et al. 2010,106.48,36.01,7.0,420.0,Non-forest,3.0,30.0,8.03,0.3684,0.3939,,0.5468,-0.5496,0.3277,-0.6604,0.4956,,,,,Temperate
881,149,Cheng et al. 2010,106.47,36.01,7.0,420.0,Non-forest,13.0,30.0,8.03,-0.1122,1.1325,,0.0934,-0.7797,-0.4261,-1.3535,0.1568,,,,,Temperate
882,149,Cheng et al. 2010,106.47,36.01,7.0,420.0,Non-forest,23.0,30.0,8.03,-0.3823,0.0339,,-0.2367,-0.1939,-0.2809,-1.1499,0.6644,,,,,Temperate
883,149,Jing et al. 2014,106.28,36.0,7.0,425.0,Non-forest,20.0,10.0,2.33,0.1173,-0.6456,-0.2373,,-0.7081,,,,,,,,Temperate
884,149,Jin et al. 2014a,106.47,36.02,6.9,420.0,Non-forest,10.0,5.0,13.8,0.1413,-0.3191,-0.2513,,-0.1139,,,,,,,,Temperate
885,149,Jin et al. 2014a,106.47,36.02,6.9,420.0,Non-forest,20.0,5.0,13.8,0.1199,-0.768,-0.2513,,-0.5723,,,,,,,,Temperate
886,149,Jin et al. 2014a,106.47,36.02,6.9,420.0,Non-forest,30.0,5.0,13.8,0.1806,-0.6331,-0.1823,,-0.3435,,,,,,,,Temperate
887,149,Jin et al. 2014a,106.47,36.02,6.9,420.0,Non-forest,10.0,15.0,13.49,0.1612,-0.3343,-0.2513,,-0.7618,,,,,,,,Temperate
888,149,Jin et al. 2014a,106.47,36.02,6.9,420.0,Non-forest,20.0,15.0,13.49,0.0916,-0.919,-0.2513,,-0.5976,,,,,,,,Temperate
889,149,Jin et al. 2014a,106.47,36.02,6.9,420.0,Non-forest,30.0,15.0,13.49,0.1546,-0.6348,-0.1823,,-0.3883,,,,,,,,Temperate
890,149,Xiang et al. 2017,106.47,36.01,6.9,419.1,Non-forest,18.0,10.0,7.66,0.4809,0.4881,,,-0.6503,,,,,,,,Temperate
891,149,Xiang et al. 2017,106.47,36.01,6.9,419.1,Non-forest,18.0,30.0,6.35,0.1571,0.3171,,,0.3365,,,,,,,,Temperate
892,149,Xiang et al. 2017,106.47,36.01,6.9,419.1,Non-forest,28.0,10.0,7.66,0.3039,0.5803,,,-0.7929,,,,,,,,Temperate
893,149,Xiang et al. 2017,106.47,36.01,6.9,419.1,Non-forest,28.0,30.0,6.35,0.3263,0.7153,,,0.2609,,,,,,,,Temperate
894,149,Chen et al. 2018,106.47,36.02,7.1,420.0,Non-forest,,10.0,6.87,0.3003,-0.1875,,,,0.1667,,,,,,,Temperate
895,150,Zhao et al. 2019b,107.5,37.82,7.7,289.0,Non-forest,15.0,5.0,4.11,-0.1867,-0.6506,,,,,,,,,,,Temperate
896,151,Zhao et al. 2019b,107.5,37.82,7.7,289.0,Forest,15.0,5.0,4.11,-0.7103,-0.9383,,,,,,,,,,,Temperate
897,152,Zhao et al. 2019b,107.5,37.82,7.7,289.0,Non-forest,15.0,5.0,4.11,0.0097,-0.4964,,,,,,,,,,,Temperate
898,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,2.0,2.5,14.52,0.2721,0.2686,,0.2567,-0.6192,0.4802,0.7083,,-0.0542,0.4873,0.0794,0.3503,Temperate
899,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,5.0,2.5,14.52,0.4883,0.4364,,0.4019,-1.0012,0.5405,0.4176,,-0.0051,0.4924,0.0931,0.4533,Temperate
900,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,12.0,2.5,14.52,0.4367,0.3648,,0.2684,-0.9271,0.7488,0.7719,,0.0881,0.7817,0.1163,0.6218,Temperate
901,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,23.0,2.5,14.52,0.7448,0.6349,,0.5971,-0.6601,0.9463,1.0055,,0.1183,0.8695,0.1687,0.6953,Temperate
902,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,35.0,2.5,14.52,0.6831,0.5695,,0.5212,-0.8774,0.8793,0.9678,,0.0116,0.7811,0.1513,0.6483,Temperate
903,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,55.0,2.5,14.52,0.7017,0.5836,,0.5029,-0.83,0.9383,0.9757,,0.0474,0.8034,0.1549,0.6578,Temperate
904,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,75.0,2.5,14.52,0.8672,0.7659,,0.6999,-0.7788,1.0356,0.9978,,0.0112,0.9886,0.1554,0.7463,Temperate
905,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,2.0,7.5,14.03,0.2722,0.2506,,0.1989,-0.7221,0.3608,0.7717,,-0.0419,0.4196,0.0465,0.3371,Temperate
906,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,5.0,7.5,14.03,0.4696,0.3927,,0.3587,-0.7942,0.3839,0.308,,0.0102,0.4327,0.047,0.4056,Temperate
907,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,12.0,7.5,14.03,0.2569,0.2555,,0.0813,-0.7659,0.6424,0.9517,,0.0883,0.7079,0.0809,0.5934,Temperate
908,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,23.0,7.5,14.03,0.6992,0.5793,,0.4662,-0.2903,0.8923,1.0752,,0.1274,0.812,0.1511,0.7309,Temperate
909,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,35.0,7.5,14.03,0.5749,0.4904,,0.3296,-0.936,0.8013,1.1327,,0.0286,0.7229,0.1067,0.6476,Temperate
910,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,55.0,7.5,14.03,0.6061,0.5358,,0.4451,-0.4318,0.9032,1.0912,,0.0645,0.7427,0.1239,0.6848,Temperate
911,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,75.0,7.5,14.03,0.7603,0.6995,,0.5512,-0.3964,0.9832,1.1353,,0.0165,0.9245,0.1034,0.7996,Temperate
912,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,2.0,15.0,14.42,0.2049,0.2057,,0.2409,-0.7783,0.1024,0.5662,,-0.0528,0.2045,0.0438,0.2587,Temperate
913,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,5.0,15.0,14.42,0.3754,0.3461,,0.3922,-0.7866,0.2081,0.3314,,0.0307,0.2522,0.0443,0.3264,Temperate
914,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,12.0,15.0,14.42,0.1551,0.0599,,0.1896,-0.7417,0.2306,0.7738,,0.1014,0.3852,0.0712,0.5295,Temperate
915,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,23.0,15.0,14.42,0.521,0.4807,,0.5478,-0.5178,0.5865,0.881,,0.1434,0.5735,0.1429,0.6458,Temperate
916,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,35.0,15.0,14.42,0.3513,0.3417,,0.4764,-0.7741,0.5407,1.0643,,0.0526,0.4887,0.0644,0.5607,Temperate
917,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,55.0,15.0,14.42,0.4943,0.4615,,0.5,-0.6875,0.5083,1.1566,,0.087,0.5619,0.1077,0.621,Temperate
918,153,Guo 2009,106.39,36.25,5.0,425.0,Non-forest,75.0,15.0,14.42,0.5941,0.6095,,0.6682,-0.6218,0.5638,1.1601,,0.0426,0.6527,0.0717,0.6984,Temperate
919,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,78.0,10.0,3.39,1.9876,2.0289,,,,,,,,,,,Temperate
920,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,73.0,10.0,3.39,2.182,1.9459,,,,,,,,,,,Temperate
921,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,58.0,10.0,3.39,1.9029,2.0129,,,,,,,,,,,Temperate
922,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,23.0,10.0,3.39,2.065,1.8118,,,,,,,,,,,Temperate
923,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,15.0,10.0,3.39,1.4038,1.3477,,1.9459,,,,,,,,,Temperate
924,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,9.0,10.0,3.39,1.5135,1.438,,1.4053,,,,,,,,,Temperate
925,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,3.0,10.0,3.39,0.4104,0.2171,,0.6131,,,,,,,,,Temperate
926,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,78.0,30.0,4.93,1.4353,1.707,,1.5702,,,,,,,,,Temperate
927,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,73.0,30.0,4.93,1.493,1.5645,,1.5041,,,,,,,,,Temperate
928,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,58.0,30.0,4.93,1.3914,1.6801,,1.6977,,,,,,,,,Temperate
929,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,23.0,30.0,4.93,1.5384,1.5439,,1.6094,,,,,,,,,Temperate
930,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,15.0,30.0,4.93,0.3068,0.3973,,0.2076,,,,,,,,,Temperate
931,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,9.0,30.0,4.93,0.5124,0.5905,,0.5031,,,,,,,,,Temperate
932,153,Huang et al. 2009,106.45,35.78,5.0,425.0,Non-forest,3.0,30.0,4.93,-0.1115,0.0241,,0.6539,,,,,,,,,Temperate
933,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,1.0,2.5,16.67,-0.2688,-0.1728,-0.2004,,,,,,,,,,Temperate
934,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,1.0,10.0,17.44,-0.3719,-0.2714,-0.2805,,,,,,,,,,Temperate
935,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,1.0,20.0,17.8,-0.3581,-0.3233,-0.1878,,,,,,,,,,Temperate
936,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,1.0,32.5,16.85,-0.5956,-0.3275,-0.2268,,,,,,,,,,Temperate
937,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,3.0,2.5,16.67,-0.2642,-0.1178,-0.2141,,,,,,,,,,Temperate
938,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,3.0,10.0,17.44,-0.2421,-0.1749,-0.2627,,,,,,,,,,Temperate
939,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,3.0,20.0,17.8,-0.1951,-0.1036,-0.12,,,,,,,,,,Temperate
940,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,3.0,32.5,16.85,-0.6415,-0.2495,-0.2268,,,,,,,,,,Temperate
941,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,5.0,2.5,16.67,-0.1417,0.0094,-0.1407,,,,,,,,,,Temperate
942,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,5.0,10.0,17.44,-0.3378,-0.0474,-0.2144,,,,,,,,,,Temperate
943,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,5.0,20.0,17.8,0.0297,0.0556,-0.12,,,,,,,,,,Temperate
944,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,5.0,32.5,16.85,0.0415,0.1335,-0.1591,,,,,,,,,,Temperate
945,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,6.0,2.5,16.67,-0.3265,-0.665,-0.3752,,,,,,,,,,Temperate
946,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,6.0,10.0,17.44,-0.805,-0.6568,-0.3747,,,,,,,,,,Temperate
947,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,6.0,20.0,17.8,-0.8484,-0.742,-0.2565,,,,,,,,,,Temperate
948,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,6.0,32.5,16.85,-0.8748,-0.9018,-0.2268,,,,,,,,,,Temperate
949,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,8.0,2.5,16.67,-0.409,-0.4103,-0.3009,,,,,,,,,,Temperate
950,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,8.0,10.0,17.44,-0.6563,-0.6217,-0.3988,,,,,,,,,,Temperate
951,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,8.0,20.0,17.8,-0.9555,-0.7028,-0.3093,,,,,,,,,,Temperate
952,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,8.0,32.5,16.85,-1.6381,-0.9594,-0.3996,,,,,,,,,,Temperate
953,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,11.0,2.5,16.67,-0.2829,-0.1467,-0.1603,,,,,,,,,,Temperate
954,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,11.0,10.0,17.44,-0.4652,-0.4101,-0.2279,,,,,,,,,,Temperate
955,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,11.0,20.0,17.8,-0.5765,-0.4103,-0.1408,,,,,,,,,,Temperate
956,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,11.0,32.5,16.85,-0.7255,-0.4831,-0.2013,,,,,,,,,,Temperate
957,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,15.0,2.5,16.67,-0.2972,-0.2473,-0.1868,,,,,,,,,,Temperate
958,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,15.0,10.0,17.44,-0.5385,-0.3558,-0.3284,,,,,,,,,,Temperate
959,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,15.0,20.0,17.8,-0.3298,-0.368,-0.2216,,,,,,,,,,Temperate
960,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,15.0,32.5,16.85,-0.3984,-0.3008,-0.2995,,,,,,,,,,Temperate
961,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,20.0,2.5,16.67,0.2288,0.0313,-0.2564,,,,,,,,,,Temperate
962,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,20.0,10.0,17.44,-0.4021,-0.3916,-0.3171,,,,,,,,,,Temperate
963,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,20.0,20.0,17.8,-0.5019,-0.4745,-0.1878,,,,,,,,,,Temperate
964,153,Rao et al. 2017,106.4,36.23,5.0,425.0,Non-forest,20.0,32.5,16.85,-0.4979,-0.4469,-0.238,,,,,,,,,,Temperate
965,153,Guo et al. 2018b,106.4,36.225,5.0,424.0,Non-forest,5.0,5.0,9.05,0.2398,0.5079,,0.6109,-0.6528,,,,,,,,Temperate
966,153,Guo et al. 2018b,106.4,36.225,5.0,424.0,Non-forest,15.0,5.0,9.05,0.8646,1.2899,,1.4434,0.1311,,,,,,,,Temperate
967,153,Guo et al. 2018b,106.4,36.225,5.0,424.0,Non-forest,30.0,5.0,9.05,1.3514,1.5826,,1.506,-0.2817,,,,,,,,Temperate
968,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,9.0,5.0,4.94,0.5474,0.539,,,,,,,,,,,Temperate
969,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,7.0,5.0,4.94,0.5683,0.539,,,,,,,,,,,Temperate
970,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,5.0,4.94,0.6043,0.5285,,,,,,,,,,,Temperate
971,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,3.0,5.0,4.94,-0.0627,-0.1752,,,,,,,,,,,Temperate
972,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,5.0,4.94,0.5602,0.4633,,,,,,,,,,,Temperate
973,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,9.0,15.0,5.41,0.3399,0.4169,,,,,,,,,,,Temperate
974,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,7.0,15.0,5.41,0.3386,0.3463,,,,,,,,,,,Temperate
975,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,15.0,5.41,0.3399,0.23,,,,,,,,,,,Temperate
976,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,3.0,15.0,5.41,-0.2204,-0.2538,,,,,,,,,,,Temperate
977,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,15.0,5.41,0.1988,0.1591,,,,,,,,,,,Temperate
978,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,9.0,25.0,4.62,0.5288,0.6272,,,,,,,,,,,Temperate
979,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,7.0,25.0,4.62,0.3475,0.384,,,,,,,,,,,Temperate
980,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,25.0,4.62,0.2275,0.1929,,,,,,,,,,,Temperate
981,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,3.0,25.0,4.62,-0.1121,-0.1613,,,,,,,,,,,Temperate
982,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,25.0,4.62,0.2647,0.3087,,,,,,,,,,,Temperate
983,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,9.0,35.0,4.29,0.4577,0.4055,,,,,,,,,,,Temperate
984,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,7.0,35.0,4.29,0.0719,0.0408,,,,,,,,,,,Temperate
985,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,35.0,4.29,-0.2684,-0.3159,,,,,,,,,,,Temperate
986,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,3.0,35.0,4.29,-0.1399,-0.3159,,,,,,,,,,,Temperate
987,154,Li et al. 2010,106.43,36.27,5.0,425.0,Non-forest,5.0,35.0,4.29,0.1981,0.0991,,,,,,,,,,,Temperate
988,155,Li 2006,101.64,37.0,3.7,457.8,Forest,1.0,10.0,16.59,-0.2399,-0.0645,-0.4055,-0.1742,,,,,,,,,Temperate
989,155,Li 2006,101.64,37.0,3.7,457.8,Forest,5.0,10.0,16.59,0.3454,0.2719,-0.4055,0.311,-1.7677,,,,,,,,Temperate
990,155,Li 2006,101.64,37.0,3.7,457.8,Forest,18.0,10.0,16.59,0.9149,0.9651,0.0,0.6176,-1.2712,,,,,,,,Temperate
991,155,Li 2006,101.64,37.0,3.7,457.8,Forest,1.0,30.0,12.53,0.1301,-0.069,-0.3365,0.1148,,,,,,,,,Temperate
992,155,Li 2006,101.64,37.0,3.7,457.8,Forest,5.0,30.0,12.53,-0.3319,-0.5108,-0.5596,-0.3291,,,,,,,,,Temperate
993,155,Li 2006,101.64,37.0,3.7,457.8,Forest,18.0,30.0,12.53,0.097,-0.069,-1.2528,-0.2256,,,,,,,,,Temperate
994,155,Li 2006,101.64,37.0,3.7,457.8,Forest,1.0,50.0,23.66,-0.3909,0.6061,-0.6931,-0.7786,0.3761,,,,,,,,Temperate
995,155,Li 2006,101.64,37.0,3.7,457.8,Forest,5.0,50.0,23.66,-1.3199,0.0,-0.6931,-0.6885,0.5021,,,,,,,,Temperate
996,155,Li 2006,101.64,37.0,3.7,457.8,Forest,18.0,50.0,23.66,-2.2977,-0.6931,-0.6931,-1.6282,,,,,,,,,Temperate
997,156,Li et al. 2012b,101.41,37.56,-0.7,500.0,Non-forest,,5.0,30.1,-0.2306,-0.3939,0.1121,-0.1632,-0.5781,,,,,,,,Temperate
998,156,Li et al. 2012b,101.41,37.56,-0.7,500.0,Non-forest,,15.0,30.9,-0.2823,-0.4456,0.1611,-0.6653,-0.5016,,,,,,,,Temperate
999,156,Li et al. 2012b,101.41,37.56,-0.7,500.0,Non-forest,,30.0,28.1,-0.3654,-0.3292,0.0979,-0.5615,-0.7027,,,,,,,,Temperate
1000,157,Qiao et al. 2009,100.21,37.3,-0.6,423.4,Non-forest,8.0,5.0,17.07,0.4659,0.4615,,,,,,,,,,,Temperate
1001,157,Qiao et al. 2009,100.21,37.3,-0.6,423.4,Non-forest,8.0,15.0,14.01,0.4822,0.6931,,,,,,,,,,,Temperate
1002,157,Qiao et al. 2009,100.21,37.3,-0.6,423.4,Non-forest,8.0,25.0,9.89,0.3715,0.7124,,,,,,,,,,,Temperate
1003,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,10.0,15.37,-0.0583,0.1252,-0.2469,0.5089,-1.149,,,,,,,,Temperate
1004,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,10.0,15.37,0.2284,0.1823,0.0896,0.3153,-0.8165,,,,,,,,Temperate
1005,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,10.0,15.37,0.4192,0.3365,-0.47,0.4851,-2.0794,,,,,,,,Temperate
1006,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,10.0,15.37,0.3472,0.2364,0.2231,0.05,,,,,,,,,Temperate
1007,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,30.0,13.17,-0.0874,0.1942,-0.3001,-0.1669,,,,,,,,,Temperate
1008,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,30.0,13.17,0.334,0.069,-0.077,0.0282,2.4492,,,,,,,,Temperate
1009,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,30.0,13.17,-0.3815,-0.4418,-0.3001,-0.3009,,,,,,,,,Temperate
1010,158,Gao et al. 2008,101.57,36.97,2.8,508.0,Forest,20.0,30.0,13.17,0.1772,0.0,0.1054,-0.0151,,,,,,,,,Temperate
1011,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,1.0,10.0,2.74,-0.0687,0.0403,0.018,0.0617,0.3555,0.24,-0.0299,-0.5278,-1.8949,-0.2338,0.1287,0.7502,Temperate
1012,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,5.0,10.0,2.74,0.2696,0.019,0.0357,0.3457,0.252,0.1574,-0.1969,-0.8558,-0.5141,-0.7218,0.2522,0.9457,Temperate
1013,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,7.0,10.0,2.74,0.0722,-0.0564,0.018,0.2759,0.2567,0.5707,-0.2679,-0.9588,-1.5965,-0.6117,0.1268,0.9664,Temperate
1014,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,10.0,10.0,2.74,0.4638,0.2027,0.018,0.4622,0.4055,0.4349,0.1791,-0.2656,-0.8561,-0.9092,0.3579,1.0398,Temperate
1015,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,15.0,10.0,2.74,0.2379,0.1236,0.0,0.3678,0.6006,0.2541,-0.0122,-0.4763,-1.4061,-1.1401,0.2182,1.1018,Temperate
1016,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,20.0,10.0,2.74,0.3823,0.2592,0.1198,0.7771,0.3808,0.8482,-0.009,-0.0394,-1.4331,-0.5703,0.3406,1.1018,Temperate
1017,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,25.0,10.0,2.74,0.2141,0.1891,0.018,0.3568,0.0931,0.2386,-0.3691,-0.1661,-2.1972,-0.6315,0.183,0.964,Temperate
1018,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,30.0,10.0,2.74,0.6094,0.4046,-0.0183,0.5934,0.3426,0.5963,-0.1586,-0.0425,-0.6673,-0.2428,0.4244,1.2395,Temperate
1019,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,40.0,10.0,2.74,0.8061,0.6397,-0.0561,0.8455,0.457,0.8578,0.4888,0.1163,-0.4055,0.1368,0.4625,1.33,Temperate
1020,159,"Wang et al. 2009a, Xue et al. 2009",109.3,36.85,8.8,505.3,Non-forest,50.0,10.0,2.74,0.9903,0.947,-0.037,1.0077,0.4761,0.9798,0.9008,0.4246,-0.1439,0.3181,0.5347,1.3879,Temperate
1021,159,Xiao et al. 2013,109.32,36.86,8.8,510.0,Non-forest,3.0,10.0,3.0,0.2675,0.1615,,,,0.4055,-0.1541,,,,,,Temperate
1022,159,Xiao et al. 2013,109.32,36.86,8.8,510.0,Non-forest,5.0,10.0,3.0,0.052,-0.0178,,,,0.3691,0.069,,,,,,Temperate
1023,159,Xiao et al. 2013,109.32,36.86,8.8,510.0,Non-forest,10.0,10.0,3.0,0.1014,0.0511,,,,0.3935,0.0953,,,,,,Temperate
1024,159,Xiao et al. 2013,109.32,36.86,8.8,510.0,Non-forest,13.0,10.0,3.0,0.5028,0.5108,,,,0.6286,0.4429,,,,,,Temperate
1025,159,Xiao et al. 2013,109.32,36.86,8.8,510.0,Non-forest,15.0,10.0,3.0,0.383,0.2608,,,,0.452,-0.3167,,,,,,Temperate
1026,159,Xiao et al. 2013,109.32,36.86,8.8,510.0,Non-forest,20.0,10.0,3.0,0.6383,0.562,,,,1.0986,0.7073,,,,,,Temperate
1027,159,Xiao et al. 2013,109.32,36.86,8.8,510.0,Non-forest,30.0,10.0,3.0,0.5878,0.5002,,,,1.2321,1.0194,,,,,,Temperate
1028,160,Yao 2014,109.3,36.85,8.8,505.3,Non-forest,2.0,10.0,,,0.2643,0.1777,,,,,,,,,,Temperate
1029,160,Yao 2014,109.3,36.85,8.8,505.3,Non-forest,2.0,10.0,,,0.2506,0.1178,,,,,,,,,,Temperate
1030,161,Yao 2014,110.53,37.37,9.7,486.0,Non-forest,3.0,10.0,,,0.2332,0.1648,,,,,,,,,,Temperate
1031,161,Yao 2014,110.53,37.37,9.7,486.0,Non-forest,3.0,10.0,,,0.3193,0.2719,,,,,,,,,,Temperate
1032,161,Yao 2014,110.53,37.37,9.7,486.0,Non-forest,3.0,10.0,,,0.3395,0.2231,,,,,,,,,,Temperate
1033,162,Min 2007,109.25,36.74,8.8,500.0,Non-forest,1.0,12.5,2.74,-0.0679,0.0395,0.018,0.0603,-0.05,,,,0.464,-0.7108,,0.9287,Temperate
